2026-02-24 04:41:43,433 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96873","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193769"} | ret=SUCCESS |  
2026-02-24 04:41:43,460 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96889","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193798"} | ret=SUCCESS |  
2026-02-24 04:41:43,460 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96894","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193799"} | ret=SUCCESS |  
2026-02-24 04:41:43,460 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96892","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193800"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96893","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193801"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96897","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193802"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,463 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,463 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,462 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,464 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96896","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193803"} | ret=SUCCESS |  
2026-02-24 04:41:43,464 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,465 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,465 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,465 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,465 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96902","dataSize":"0","replicationType":"NONE","Transaction":"193804"} | ret=SUCCESS |  
2026-02-24 04:41:43,466 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96887","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193805"} | ret=SUCCESS |  
2026-02-24 04:41:43,466 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96891","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193806"} | ret=SUCCESS |  
2026-02-24 04:41:43,466 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96899","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193807"} | ret=SUCCESS |  
2026-02-24 04:41:43,466 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96904","dataSize":"0","replicationType":"NONE","Transaction":"193808"} | ret=SUCCESS |  
2026-02-24 04:41:43,467 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96903","dataSize":"0","replicationType":"NONE","Transaction":"193809"} | ret=SUCCESS |  
2026-02-24 04:41:43,468 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,468 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96905","dataSize":"0","replicationType":"NONE","Transaction":"193810"} | ret=SUCCESS |  
2026-02-24 04:41:43,468 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96900","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193811"} | ret=SUCCESS |  
2026-02-24 04:41:43,468 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,469 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,470 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,471 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96901","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193812"} | ret=SUCCESS |  
2026-02-24 04:41:43,473 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96912","dataSize":"0","replicationType":"NONE","Transaction":"193813"} | ret=SUCCESS |  
2026-02-24 04:41:43,474 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96907","dataSize":"0","replicationType":"NONE","Transaction":"193814"} | ret=SUCCESS |  
2026-02-24 04:41:43,474 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96898","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193815"} | ret=SUCCESS |  
2026-02-24 04:41:43,474 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96908","dataSize":"0","replicationType":"NONE","Transaction":"193816"} | ret=SUCCESS |  
2026-02-24 04:41:43,476 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96913","dataSize":"0","replicationType":"NONE","Transaction":"193817"} | ret=SUCCESS |  
2026-02-24 04:41:43,476 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96911","dataSize":"0","replicationType":"NONE","Transaction":"193818"} | ret=SUCCESS |  
2026-02-24 04:41:43,477 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,478 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96906","dataSize":"0","replicationType":"NONE","Transaction":"193819"} | ret=SUCCESS |  
2026-02-24 04:41:43,478 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96910","dataSize":"0","replicationType":"NONE","Transaction":"193820"} | ret=SUCCESS |  
2026-02-24 04:41:43,478 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96915","dataSize":"0","replicationType":"NONE","Transaction":"193821"} | ret=SUCCESS |  
2026-02-24 04:41:43,478 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96914","dataSize":"0","replicationType":"NONE","Transaction":"193822"} | ret=SUCCESS |  
2026-02-24 04:41:43,479 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,481 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96909","dataSize":"0","replicationType":"NONE","Transaction":"193823"} | ret=SUCCESS |  
2026-02-24 04:41:43,482 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96902","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193824"} | ret=SUCCESS |  
2026-02-24 04:41:43,482 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96916","dataSize":"0","replicationType":"NONE","Transaction":"193825"} | ret=SUCCESS |  
2026-02-24 04:41:43,482 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96918","dataSize":"0","replicationType":"NONE","Transaction":"193826"} | ret=SUCCESS |  
2026-02-24 04:41:43,482 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96903","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193827"} | ret=SUCCESS |  
2026-02-24 04:41:43,483 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96919","dataSize":"0","replicationType":"NONE","Transaction":"193828"} | ret=SUCCESS |  
2026-02-24 04:41:43,485 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96904","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193829"} | ret=SUCCESS |  
2026-02-24 04:41:43,485 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96917","dataSize":"0","replicationType":"NONE","Transaction":"193830"} | ret=SUCCESS |  
2026-02-24 04:41:43,486 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96905","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193831"} | ret=SUCCESS |  
2026-02-24 04:41:43,486 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96912","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193832"} | ret=SUCCESS |  
2026-02-24 04:41:43,487 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96920","dataSize":"0","replicationType":"NONE","Transaction":"193833"} | ret=SUCCESS |  
2026-02-24 04:41:43,487 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96921","dataSize":"0","replicationType":"NONE","Transaction":"193834"} | ret=SUCCESS |  
2026-02-24 04:41:43,488 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96908","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193835"} | ret=SUCCESS |  
2026-02-24 04:41:43,488 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96907","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193836"} | ret=SUCCESS |  
2026-02-24 04:41:43,488 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96910","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193837"} | ret=SUCCESS |  
2026-02-24 04:41:43,489 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96906","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193838"} | ret=SUCCESS |  
2026-02-24 04:41:43,489 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96913","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193839"} | ret=SUCCESS |  
2026-02-24 04:41:43,489 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96914","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193840"} | ret=SUCCESS |  
2026-02-24 04:41:43,487 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:43,490 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96915","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193841"} | ret=SUCCESS |  
